ord,date,ADCO,OPTARIF,ISOUSC,HCHC,HCHP,PTEC,IINST,IMAX,TENSION,PAPP,HHPHC,MOTDETAT
12779,2017-05-22 22:29:00.569849,030422000048,HC..,30,036464632,039727614,HC..,001,031,251,00190,A,000000
12780,2017-05-22 22:29:02.780200,030422000048,HC..,30,036464632,039727614,HC..,001,031,251,00190,A,000000
12781,2017-05-22 22:29:04.990351,030422000048,HC..,30,036464632,039727614,HC..,001,031,251,00190,A,000000
12782,2017-05-22 22:29:07.200839,030422000048,HC..,30,036464632,039727614,HC..,001,031,251,00190,A,000000
12783,2017-05-22 22:29:09.410648,030422000048,HC..,30,036464632,039727614,HC..,001,031,251,00200,A,000000
12784,2017-05-22 22:29:11.620790,030422000048,HC..,30,036464632,039727614,HC..,001,031,251,00190,A,000000
12785,2017-05-22 22:29:13.830930,030422000048,HC..,30,036464632,039727614,HC..,001,031,251,00190,A,000000
12786,2017-05-22 22:29:16.040873,030422000048,HC..,30,036464632,039727614,HC..,001,031,251,00190,A,000000
12787,2017-05-22 22:29:18.251091,030422000048,HC..,30,036464633,039727614,HC..,001,031,251,00200,A,000000
12788,2017-05-22 22:29:20.461136,030422000048,HC..,30,036464633,039727614,HC..,001,031,251,00200,A,000000
12789,2017-05-22 22:29:22.671974,030422000048,HC..,30,036464633,039727614,HC..,001,031,251,00190,A,000000
12790,2017-05-22 22:29:24.881205,030422000048,HC..,30,036464633,039727614,HC..,001,031,251,00200,A,000000
12791,2017-05-22 22:29:27.096599,030422000048,HC..,30,036464633,039727614,HC..,001,031,251,00200,A,000000
12792,2017-05-22 22:29:29.301875,030422000048,HC..,30,036464633,039727614,HC..,001,031,251,00190,A,000000
12793,2017-05-22 22:29:31.511866,030422000048,HC..,30,036464633,039727614,HC..,001,031,251,00220,A,000000
12794,2017-05-22 22:29:33.722175,030422000048,HC..,30,036464633,039727614,HC..,001,031,251,00200,A,000000
12795,2017-05-22 22:29:35.932222,030422000048,HC..,30,036464633,039727614,HC..,001,031,251,00200,A,000000
12796,2017-05-22 22:29:38.142713,030422000048,HC..,30,036464633,039727614,HC..,001,031,251,00200,A,000000
12797,2017-05-22 22:29:40.352090,030422000048,HC..,30,036464633,039727614,HC..,001,031,251,00190,A,000000
12798,2017-05-22 22:29:42.562716,030422000048,HC..,30,036464633,039727614,HC..,001,031,251,00190,A,000000
12799,2017-05-22 22:29:44.772802,030422000048,HC..,30,036464634,039727614,HC..,001,031,251,00190,A,000000
12800,2017-05-22 22:29:46.982721,030422000048,HC..,30,036464634,039727614,HC..,001,031,251,00200,A,000000
12801,2017-05-22 22:29:49.193041,030422000048,HC..,30,036464634,039727614,HC..,001,031,251,00190,A,000000
12802,2017-05-22 22:29:51.403038,030422000048,HC..,30,036464634,039727614,HC..,001,031,251,00200,A,000000
12803,2017-05-22 22:29:53.613872,030422000048,HC..,30,036464634,039727614,HC..,001,031,251,00200,A,000000
12804,2017-05-22 22:29:55.823663,030422000048,HC..,30,036464634,039727614,HC..,001,031,251,00200,A,000000
12805,2017-05-22 22:29:58.033781,030422000048,HC..,30,036464634,039727614,HC..,001,031,251,00200,A,000000
12806,2017-05-22 22:30:00.243760,030422000048,HC..,30,036464634,039727614,HC..,001,031,251,00190,A,000000
12807,2017-05-22 22:30:02.453631,030422000048,HC..,30,036464634,039727614,HC..,001,031,251,00200,A,000000
12808,2017-05-22 22:30:04.664172,030422000048,HC..,30,036464634,039727614,HC..,001,031,251,00190,A,000000
12809,2017-05-22 22:30:06.874171,030422000048,HC..,30,036464634,039727614,HC..,001,031,251,00190,A,000000
12810,2017-05-22 22:30:09.084152,030422000048,HC..,30,036464634,039727614,HC..,001,031,251,00200,A,000000
12811,2017-05-22 22:30:11.294206,030422000048,HC..,30,036464634,039727614,HC..,001,031,251,00190,A,000000
12812,2017-05-22 22:30:13.504567,030422000048,HC..,30,036464635,039727614,HC..,001,031,251,00190,A,000000
12813,2017-05-22 22:30:15.714842,030422000048,HC..,30,036464635,039727614,HC..,001,031,251,00190,A,000000
12814,2017-05-22 22:30:17.924693,030422000048,HC..,30,036464635,039727614,HC..,001,031,251,00200,A,000000
12815,2017-05-22 22:30:20.135053,030422000048,HC..,30,036464635,039727614,HC..,001,031,251,00190,A,000000
12816,2017-05-22 22:30:22.344876,030422000048,HC..,30,036464635,039727614,HC..,001,031,251,00200,A,000000
12817,2017-05-22 22:30:24.555656,030422000048,HC..,30,036464635,039727614,HC..,001,031,251,00190,A,000000
12818,2017-05-22 22:30:26.765511,030422000048,HC..,30,036464635,039727614,HC..,001,031,251,00200,A,000000
12819,2017-05-22 22:30:28.975617,030422000048,HC..,30,036464635,039727614,HC..,001,031,251,00190,A,000000
12820,2017-05-22 22:30:31.185614,030422000048,HC..,30,036464635,039727614,HC..,001,031,251,00190,A,000000
12821,2017-05-22 22:30:33.395514,030422000048,HC..,30,036464635,039727614,HC..,001,031,251,00190,A,000000
12822,2017-05-22 22:30:35.606050,030422000048,HC..,30,036464635,039727614,HC..,001,031,251,00190,A,000000
12823,2017-05-22 22:30:37.815892,030422000048,HC..,30,036464635,039727614,HC..,001,031,251,00190,A,000000
12824,2017-05-22 22:30:40.026036,030422000048,HC..,30,036464635,039727614,HC..,001,031,251,00190,A,000000
12825,2017-05-22 22:30:42.235917,030422000048,HC..,30,036464636,039727614,HC..,001,031,251,00200,A,000000
12826,2017-05-22 22:30:44.446435,030422000048,HC..,30,036464636,039727614,HC..,001,031,251,00190,A,000000
12827,2017-05-22 22:30:46.656591,030422000048,HC..,30,036464636,039727614,HC..,001,031,251,00190,A,000000
12828,2017-05-22 22:30:48.866457,030422000048,HC..,30,036464636,039727614,HC..,001,031,251,00190,A,000000
12829,2017-05-22 22:30:51.076758,030422000048,HC..,30,036464636,039727614,HC..,001,031,251,00190,A,000000
12830,2017-05-22 22:30:53.286617,030422000048,HC..,30,036464636,039727614,HC..,001,031,251,00190,A,000000
12831,2017-05-22 22:30:55.496957,030422000048,HC..,30,036464636,039727614,HC..,001,031,251,00190,A,000000
12832,2017-05-22 22:30:57.706852,030422000048,HC..,30,036464636,039727614,HC..,001,031,251,00190,A,000000
12833,2017-05-22 22:30:59.917608,030422000048,HC..,30,036464636,039727614,HC..,001,031,251,00200,A,000000
12834,2017-05-22 22:31:02.127659,030422000048,HC..,30,036464636,039727614,HC..,001,031,251,00190,A,000000
12835,2017-05-22 22:31:04.337373,030422000048,HC..,30,036464636,039727614,HC..,001,031,251,00200,A,000000
12836,2017-05-22 22:31:06.547889,030422000048,HC..,30,036464636,039727614,HC..,001,031,251,00200,A,000000
12837,2017-05-22 22:31:08.757807,030422000048,HC..,30,036464637,039727614,HC..,001,031,251,00200,A,000000
12838,2017-05-22 22:31:10.967918,030422000048,HC..,30,036464637,039727614,HC..,001,031,251,00200,A,000000
12839,2017-05-22 22:31:13.177737,030422000048,HC..,30,036464637,039727614,HC..,001,031,251,00200,A,000000
12840,2017-05-22 22:31:15.388702,030422000048,HC..,30,036464637,039727614,HC..,001,031,251,00190,A,000000
12841,2017-05-22 22:31:17.598442,030422000048,HC..,30,036464637,039727614,HC..,001,031,251,00190,A,000000
12842,2017-05-22 22:31:19.808319,030422000048,HC..,30,036464637,039727614,HC..,001,031,251,00190,A,000000
12843,2017-05-22 22:31:22.018786,030422000048,HC..,30,036464637,039727614,HC..,001,031,251,00190,A,000000
12844,2017-05-22 22:31:24.228566,030422000048,HC..,30,036464637,039727614,HC..,001,031,251,00190,A,000000
12845,2017-05-22 22:31:26.438879,030422000048,HC..,30,036464637,039727614,HC..,001,031,251,00200,A,000000
12846,2017-05-22 22:31:28.648745,030422000048,HC..,30,036464637,039727614,HC..,001,031,251,00200,A,000000
12847,2017-05-22 22:31:30.859424,030422000048,HC..,30,036464637,039727614,HC..,001,031,251,00190,A,000000
12848,2017-05-22 22:31:33.069505,030422000048,HC..,30,036464637,039727614,HC..,001,031,251,00190,A,000000
12849,2017-05-22 22:31:35.279244,030422000048,HC..,30,036464637,039727614,HC..,001,031,251,00190,A,000000
12850,2017-05-22 22:31:37.489993,030422000048,HC..,30,036464638,039727614,HC..,001,031,251,00200,A,000000
12851,2017-05-22 22:31:39.699661,030422000048,HC..,30,036464638,039727614,HC..,001,031,251,00190,A,000000
12852,2017-05-22 22:31:41.910180,030422000048,HC..,30,036464638,039727614,HC..,001,031,251,00200,A,000000
12853,2017-05-22 22:31:44.120022,030422000048,HC..,30,036464638,039727614,HC..,001,031,251,00200,A,000000
12854,2017-05-22 22:31:46.330331,030422000048,HC..,30,036464638,039727614,HC..,001,031,251,00200,A,000000
12855,2017-05-22 22:31:48.540348,030422000048,HC..,30,036464638,039727614,HC..,001,031,251,00190,A,000000
12856,2017-05-22 22:31:50.750291,030422000048,HC..,30,036464638,039727614,HC..,001,031,251,00190,A,000000
12857,2017-05-22 22:31:52.960495,030422000048,HC..,30,036464638,039727614,HC..,001,031,251,00190,A,000000
12858,2017-05-22 22:31:55.170507,030422000048,HC..,30,036464638,039727614,HC..,001,031,251,00200,A,000000
12859,2017-05-22 22:31:57.380763,030422000048,HC..,30,036464638,039727614,HC..,001,031,251,00200,A,000000
12860,2017-05-22 22:31:59.590625,030422000048,HC..,30,036464638,039727614,HC..,001,031,251,00190,A,000000
12861,2017-05-22 22:32:01.801280,030422000048,HC..,30,036464638,039727614,HC..,001,031,251,00190,A,000000
12862,2017-05-22 22:32:04.011279,030422000048,HC..,30,036464638,039727614,HC..,001,031,251,00190,A,000000
12863,2017-05-22 22:32:06.221273,030422000048,HC..,30,036464639,039727614,HC..,001,031,251,00190,A,000000
12864,2017-05-22 22:32:08.431691,030422000048,HC..,30,036464639,039727614,HC..,001,031,251,00200,A,000000
12865,2017-05-22 22:32:10.641534,030422000048,HC..,30,036464639,039727614,HC..,001,031,251,00200,A,000000
12866,2017-05-22 22:32:12.851912,030422000048,HC..,30,036464639,039727614,HC..,001,031,251,00200,A,000000
12867,2017-05-22 22:32:15.061557,030422000048,HC..,30,036464639,039727614,HC..,001,031,251,00190,A,000000
12868,2017-05-22 22:32:17.272050,030422000048,HC..,30,036464639,039727614,HC..,001,031,251,00200,A,000000
12869,2017-05-22 22:32:19.482200,030422000048,HC..,30,036464639,039727614,HC..,001,031,251,00190,A,000000
12870,2017-05-22 22:32:21.692043,030422000048,HC..,30,036464639,039727614,HC..,001,031,251,00200,A,000000
12871,2017-05-22 22:32:23.902433,030422000048,HC..,30,036464639,039727614,HC..,001,031,251,00200,A,000000
12872,2017-05-22 22:32:26.112354,030422000048,HC..,30,036464639,039727614,HC..,001,031,251,00200,A,000000
12873,2017-05-22 22:32:28.323012,030422000048,HC..,30,036464639,039727614,HC..,001,031,251,00200,A,000000
12874,2017-05-22 22:32:30.533037,030422000048,HC..,30,036464639,039727614,HC..,001,031,251,00190,A,000000
12875,2017-05-22 22:32:32.743201,030422000048,HC..,30,036464640,039727614,HC..,001,031,251,00190,A,000000
12876,2017-05-22 22:32:34.953263,030422000048,HC..,30,036464640,039727614,HC..,001,031,251,00190,A,000000
12877,2017-05-22 22:32:37.163136,030422000048,HC..,30,036464640,039727614,HC..,001,031,251,00190,A,000000
12878,2017-05-22 22:32:39.373587,030422000048,HC..,30,036464640,039727614,HC..,001,031,251,00190,A,000000
12879,2017-05-22 22:32:41.583401,030422000048,HC..,30,036464640,039727614,HC..,001,031,251,00190,A,000000
12880,2017-05-22 22:32:43.793973,030422000048,HC..,30,036464640,039727614,HC..,001,031,251,00190,A,000000
12881,2017-05-22 22:32:46.003861,030422000048,HC..,30,036464640,039727614,HC..,001,031,251,00190,A,000000
12882,2017-05-22 22:32:48.213966,030422000048,HC..,30,036464640,039727614,HC..,001,031,251,00190,A,000000
12883,2017-05-22 22:32:50.424250,030422000048,HC..,30,036464640,039727614,HC..,001,031,251,00190,A,000000
12884,2017-05-22 22:32:52.633984,030422000048,HC..,30,036464640,039727614,HC..,001,031,251,00200,A,000000
12885,2017-05-22 22:32:54.844273,030422000048,HC..,30,036464640,039727614,HC..,001,031,251,00200,A,000000
12886,2017-05-22 22:32:57.054138,030422000048,HC..,30,036464640,039727614,HC..,001,031,251,00200,A,000000
12887,2017-05-22 22:32:59.264497,030422000048,HC..,30,036464640,039727614,HC..,001,031,251,00190,A,000000
12888,2017-05-22 22:33:01.474382,030422000048,HC..,30,036464641,039727614,HC..,001,031,251,00190,A,000000
12889,2017-05-22 22:33:03.685003,030422000048,HC..,30,036464641,039727614,HC..,001,031,251,00190,A,000000
12890,2017-05-22 22:33:05.895000,030422000048,HC..,30,036464641,039727614,HC..,001,031,251,00190,A,000000
12891,2017-05-22 22:33:08.104915,030422000048,HC..,30,036464641,039727614,HC..,001,031,251,00200,A,000000
12892,2017-05-22 22:33:10.315339,030422000048,HC..,30,036464641,039727614,HC..,001,031,251,00190,A,000000
12893,2017-05-22 22:33:12.525468,030422000048,HC..,30,036464641,039727614,HC..,001,031,251,00190,A,000000
12894,2017-05-22 22:33:14.735629,030422000048,HC..,30,036464641,039727614,HC..,001,031,251,00190,A,000000
12895,2017-05-22 22:33:16.945786,030422000048,HC..,30,036464641,039727614,HC..,001,031,251,00190,A,000000
12896,2017-05-22 22:33:19.156207,030422000048,HC..,30,036464641,039727614,HC..,001,031,251,00190,A,000000
12897,2017-05-22 22:33:21.366000,030422000048,HC..,30,036464641,039727614,HC..,001,031,251,00200,A,000000
12898,2017-05-22 22:33:23.575850,030422000048,HC..,30,036464641,039727614,HC..,001,031,251,00200,A,000000
12899,2017-05-22 22:33:25.786144,030422000048,HC..,30,036464641,039727614,HC..,001,031,251,00200,A,000000
12900,2017-05-22 22:33:27.995984,030422000048,HC..,30,036464641,039727614,HC..,001,031,251,00200,A,000000
12901,2017-05-22 22:33:30.206348,030422000048,HC..,30,036464642,039727614,HC..,001,031,251,00190,A,000000
12902,2017-05-22 22:33:32.416266,030422000048,HC..,30,036464642,039727614,HC..,001,031,251,00190,A,000000
12903,2017-05-22 22:33:34.626938,030422000048,HC..,30,036464642,039727614,HC..,001,031,251,00190,A,000000
12904,2017-05-22 22:33:36.836920,030422000048,HC..,30,036464642,039727614,HC..,001,031,251,00200,A,000000
12905,2017-05-22 22:33:39.046968,030422000048,HC..,30,036464642,039727614,HC..,001,031,251,00190,A,000000
12906,2017-05-22 22:33:41.257293,030422000048,HC..,30,036464642,039727614,HC..,001,031,251,00200,A,000000
12907,2017-05-22 22:33:43.467198,030422000048,HC..,30,036464642,039727614,HC..,001,031,251,00190,A,000000
12908,2017-05-22 22:33:45.677279,030422000048,HC..,30,036464642,039727614,HC..,001,031,251,00190,A,000000
12909,2017-05-22 22:33:47.887382,030422000048,HC..,30,036464642,039727614,HC..,001,031,251,00190,A,000000
12910,2017-05-22 22:33:50.097727,030422000048,HC..,30,036464642,039727614,HC..,001,031,251,00190,A,000000
12911,2017-05-22 22:33:52.307980,030422000048,HC..,30,036464642,039727614,HC..,001,031,251,00190,A,000000
12912,2017-05-22 22:33:54.517802,030422000048,HC..,30,036464642,039727614,HC..,001,031,251,00200,A,000000
12913,2017-05-22 22:33:56.728171,030422000048,HC..,30,036464642,039727614,HC..,001,031,251,00200,A,000000
12914,2017-05-22 22:33:58.938067,030422000048,HC..,30,036464643,039727614,HC..,001,031,251,00190,A,000000
12915,2017-05-22 22:34:01.148217,030422000048,HC..,30,036464643,039727614,HC..,001,031,251,00190,A,000000
12916,2017-05-22 22:34:03.358088,030422000048,HC..,30,036464643,039727614,HC..,001,031,251,00200,A,000000
12917,2017-05-22 22:34:05.568788,030422000048,HC..,30,036464643,039727614,HC..,001,031,251,00200,A,000000
12918,2017-05-22 22:34:07.778794,030422000048,HC..,30,036464643,039727614,HC..,001,031,251,00200,A,000000
12919,2017-05-22 22:34:09.988628,030422000048,HC..,30,036464643,039727614,HC..,001,031,251,00200,A,000000
12920,2017-05-22 22:34:12.199212,030422000048,HC..,30,036464643,039727614,HC..,001,031,251,00200,A,000000
12921,2017-05-22 22:34:14.408850,030422000048,HC..,30,036464643,039727614,HC..,001,031,251,00190,A,000000
12922,2017-05-22 22:34:16.619227,030422000048,HC..,30,036464643,039727614,HC..,001,031,251,00190,A,000000
12923,2017-05-22 22:34:18.829415,030422000048,HC..,30,036464643,039727614,HC..,001,031,251,00190,A,000000
12924,2017-05-22 22:34:21.039932,030422000048,HC..,30,036464643,039727614,HC..,001,031,251,00190,A,000000
12925,2017-05-22 22:34:23.249720,030422000048,HC..,30,036464643,039727614,HC..,001,031,251,00190,A,000000
12926,2017-05-22 22:34:25.459671,030422000048,HC..,30,036464644,039727614,HC..,001,031,251,00190,A,000000
12927,2017-05-22 22:34:27.669995,030422000048,HC..,30,036464644,039727614,HC..,001,031,251,00190,A,000000
12928,2017-05-22 22:34:29.879934,030422000048,HC..,30,036464644,039727614,HC..,001,031,251,00190,A,000000
12929,2017-05-22 22:34:32.090496,030422000048,HC..,30,036464644,039727614,HC..,001,031,251,00190,A,000000
12930,2017-05-22 22:34:34.300551,030422000048,HC..,30,036464644,039727614,HC..,001,031,251,00190,A,000000
12931,2017-05-22 22:34:36.510701,030422000048,HC..,30,036464644,039727614,HC..,001,031,251,00190,A,000000
12932,2017-05-22 22:34:38.720793,030422000048,HC..,30,036464644,039727614,HC..,001,031,251,00190,A,000000
12933,2017-05-22 22:34:40.930649,030422000048,HC..,30,036464644,039727614,HC..,001,031,251,00190,A,000000
12934,2017-05-22 22:34:43.141223,030422000048,HC..,30,036464644,039727614,HC..,001,031,251,00200,A,000000
12935,2017-05-22 22:34:45.351041,030422000048,HC..,30,036464644,039727614,HC..,001,031,251,00190,A,000000
12936,2017-05-22 22:34:47.561081,030422000048,HC..,30,036464644,039727614,HC..,001,031,251,00190,A,000000
12937,2017-05-22 22:34:49.770906,030422000048,HC..,30,036464644,039727614,HC..,001,031,251,00200,A,000000
12938,2017-05-22 22:34:51.981428,030422000048,HC..,30,036464644,039727614,HC..,001,031,251,00190,A,000000
12939,2017-05-22 22:34:54.191598,030422000048,HC..,30,036464645,039727614,HC..,001,031,251,00190,A,000000
12940,2017-05-22 22:34:56.401494,030422000048,HC..,30,036464645,039727614,HC..,001,031,251,00190,A,000000
12941,2017-05-22 22:34:58.611732,030422000048,HC..,30,036464645,039727614,HC..,001,031,251,00190,A,000000
12942,2017-05-22 22:35:00.821661,030422000048,HC..,30,036464645,039727614,HC..,001,031,251,00190,A,000000
12943,2017-05-22 22:35:03.032634,030422000048,HC..,30,036464645,039727614,HC..,001,031,251,00190,A,000000
12944,2017-05-22 22:35:05.242198,030422000048,HC..,30,036464645,039727614,HC..,001,031,251,00190,A,000000
12945,2017-05-22 22:35:07.452676,030422000048,HC..,30,036464645,039727614,HC..,001,031,251,00200,A,000000
12946,2017-05-22 22:35:09.662645,030422000048,HC..,30,036464645,039727614,HC..,001,031,251,00200,A,000000
12947,2017-05-22 22:35:11.872439,030422000048,HC..,30,036464645,039727614,HC..,001,031,251,00200,A,000000
12948,2017-05-22 22:35:14.082928,030422000048,HC..,30,036464645,039727614,HC..,001,031,251,00190,A,000000
12949,2017-05-22 22:35:16.292780,030422000048,HC..,30,036464645,039727614,HC..,001,031,251,00200,A,000000
12950,2017-05-22 22:35:18.502933,030422000048,HC..,30,036464645,039727614,HC..,001,031,252,00200,A,000000
12951,2017-05-22 22:35:20.712777,030422000048,HC..,30,036464645,039727614,HC..,001,031,252,00200,A,000000
12952,2017-05-22 22:35:22.923357,030422000048,HC..,30,036464646,039727614,HC..,001,031,251,00190,A,000000
12953,2017-05-22 22:35:25.133602,030422000048,HC..,30,036464646,039727614,HC..,001,031,251,00200,A,000000
12954,2017-05-22 22:35:27.343447,030422000048,HC..,30,036464646,039727614,HC..,001,031,251,00190,A,000000
12955,2017-05-22 22:35:29.553646,030422000048,HC..,30,036464646,039727614,HC..,001,031,252,00190,A,000000
12956,2017-05-22 22:35:31.763493,030422000048,HC..,30,036464646,039727614,HC..,001,031,251,00190,A,000000
12957,2017-05-22 22:35:33.973860,030422000048,HC..,30,036464646,039727614,HC..,001,031,252,00190,A,000000
12958,2017-05-22 22:35:36.183695,030422000048,HC..,30,036464646,039727614,HC..,001,031,251,00190,A,000000
12959,2017-05-22 22:35:38.394391,030422000048,HC..,30,036464646,039727614,HC..,001,031,250,00200,A,000000
12960,2017-05-22 22:35:40.604390,030422000048,HC..,30,036464646,039727614,HC..,001,031,251,00200,A,000000
12961,2017-05-22 22:35:42.814287,030422000048,HC..,30,036464646,039727614,HC..,001,031,251,00190,A,000000
12962,2017-05-22 22:35:45.024783,030422000048,HC..,30,036464646,039727614,HC..,001,031,251,00190,A,000000
12963,2017-05-22 22:35:47.234836,030422000048,HC..,30,036464646,039727614,HC..,001,031,251,00190,A,000000
12964,2017-05-22 22:35:49.444794,030422000048,HC..,30,036464646,039727614,HC..,001,031,251,00190,A,000000
12965,2017-05-22 22:35:51.654685,030422000048,HC..,30,036464647,039727614,HC..,001,031,251,00190,A,000000
12966,2017-05-22 22:35:53.865271,030422000048,HC..,30,036464647,039727614,HC..,001,031,251,00200,A,000000
12967,2017-05-22 22:35:56.075354,030422000048,HC..,30,036464647,039727614,HC..,001,031,251,00190,A,000000
12968,2017-05-22 22:35:58.285204,030422000048,HC..,30,036464647,039727614,HC..,001,031,251,00200,A,000000
12969,2017-05-22 22:36:00.495511,030422000048,HC..,30,036464647,039727614,HC..,001,031,251,00190,A,000000
12970,2017-05-22 22:36:02.705355,030422000048,HC..,30,036464647,039727614,HC..,001,031,251,00190,A,000000
12971,2017-05-22 22:36:04.915734,030422000048,HC..,30,036464647,039727614,HC..,001,031,251,00190,A,000000
12972,2017-05-22 22:36:07.125631,030422000048,HC..,30,036464647,039727614,HC..,001,031,251,00190,A,000000
12973,2017-05-22 22:36:09.336345,030422000048,HC..,30,036464647,039727614,HC..,001,031,251,00190,A,000000
12974,2017-05-22 22:36:11.546336,030422000048,HC..,30,036464647,039727614,HC..,001,031,251,00190,A,000000
12975,2017-05-22 22:36:13.756232,030422000048,HC..,30,036464647,039727614,HC..,001,031,251,00190,A,000000
12976,2017-05-22 22:36:15.966645,030422000048,HC..,30,036464647,039727614,HC..,001,031,251,00190,A,000000
12977,2017-05-22 22:36:18.176565,030422000048,HC..,30,036464647,039727614,HC..,001,031,251,00190,A,000000
12978,2017-05-22 22:36:20.386643,030422000048,HC..,30,036464648,039727614,HC..,001,031,251,00190,A,000000
12979,2017-05-22 22:36:22.596536,030422000048,HC..,30,036464648,039727614,HC..,001,031,251,00190,A,000000
12980,2017-05-22 22:36:24.807083,030422000048,HC..,30,036464648,039727614,HC..,001,031,251,00200,A,000000
12981,2017-05-22 22:36:27.017218,030422000048,HC..,30,036464648,039727614,HC..,001,031,251,00200,A,000000
12982,2017-05-22 22:36:29.227092,030422000048,HC..,30,036464648,039727614,HC..,001,031,251,00200,A,000000
12983,2017-05-22 22:36:31.437527,030422000048,HC..,30,036464648,039727614,HC..,001,031,251,00190,A,000000
12984,2017-05-22 22:36:33.647230,030422000048,HC..,30,036464648,039727614,HC..,001,031,251,00200,A,000000
12985,2017-05-22 22:36:35.857599,030422000048,HC..,30,036464648,039727614,HC..,001,031,251,00190,A,000000
12986,2017-05-22 22:36:38.067887,030422000048,HC..,30,036464648,039727614,HC..,001,031,251,00190,A,000000
12987,2017-05-22 22:36:40.278359,030422000048,HC..,30,036464648,039727614,HC..,001,031,251,00200,A,000000
12988,2017-05-22 22:36:42.488266,030422000048,HC..,30,036464648,039727614,HC..,001,031,251,00190,A,000000
12989,2017-05-22 22:36:44.698097,030422000048,HC..,30,036464648,039727614,HC..,001,031,251,00190,A,000000
12990,2017-05-22 22:36:46.908662,030422000048,HC..,30,036464648,039727614,HC..,001,031,251,00190,A,000000
12991,2017-05-22 22:36:49.118562,030422000048,HC..,30,036464649,039727614,HC..,001,031,251,00190,A,000000
12992,2017-05-22 22:36:51.328619,030422000048,HC..,30,036464649,039727614,HC..,001,031,251,00200,A,000000
12993,2017-05-22 22:36:53.539026,030422000048,HC..,30,036464649,039727614,HC..,001,031,251,00200,A,000000
12994,2017-05-22 22:36:55.748971,030422000048,HC..,30,036464649,039727614,HC..,001,031,251,00200,A,000000
12995,2017-05-22 22:36:57.959180,030422000048,HC..,30,036464649,039727614,HC..,001,031,251,00200,A,000000
12996,2017-05-22 22:37:00.168936,030422000048,HC..,30,036464649,039727614,HC..,001,031,251,00190,A,000000
12997,2017-05-22 22:37:02.379383,030422000048,HC..,30,036464649,039727614,HC..,001,031,251,00200,A,000000
12998,2017-05-22 22:37:04.589225,030422000048,HC..,30,036464649,039727614,HC..,001,031,251,00190,A,000000
12999,2017-05-22 22:37:06.799813,030422000048,HC..,30,036464649,039727614,HC..,001,031,251,00190,A,000000
13000,2017-05-22 22:37:09.009339,030422000048,HC..,30,036464649,039727614,HC..,001,031,251,00200,A,000000
13001,2017-05-22 22:37:11.220264,030422000048,HC..,30,036464649,039727614,HC..,001,031,251,00200,A,000000
13002,2017-05-22 22:37:13.430018,030422000048,HC..,30,036464649,039727614,HC..,001,031,251,00190,A,000000
13003,2017-05-22 22:37:15.639998,030422000048,HC..,30,036464650,039727614,HC..,001,031,251,00190,A,000000
13004,2017-05-22 22:37:17.850542,030422000048,HC..,30,036464650,039727614,HC..,001,031,251,00190,A,000000
13005,2017-05-22 22:37:20.060369,030422000048,HC..,30,036464650,039727614,HC..,001,031,251,00190,A,000000
13006,2017-05-22 22:37:22.270727,030422000048,HC..,30,036464650,039727614,HC..,001,031,251,00190,A,000000
13007,2017-05-22 22:37:24.480689,030422000048,HC..,30,036464650,039727614,HC..,001,031,251,00200,A,000000
13008,2017-05-22 22:37:26.691148,030422000048,HC..,30,036464650,039727614,HC..,001,031,251,00190,A,000000
13009,2017-05-22 22:37:28.900930,030422000048,HC..,30,036464650,039727614,HC..,001,031,251,00190,A,000000
13010,2017-05-22 22:37:31.110777,030422000048,HC..,30,036464650,039727614,HC..,001,031,251,00190,A,000000
13011,2017-05-22 22:37:33.321113,030422000048,HC..,30,036464650,039727614,HC..,001,031,251,00200,A,000000
13012,2017-05-22 22:37:35.530981,030422000048,HC..,30,036464650,039727614,HC..,001,031,251,00200,A,000000
13013,2017-05-22 22:37:37.741711,030422000048,HC..,30,036464650,039727614,HC..,001,031,251,00200,A,000000
13014,2017-05-22 22:37:39.951548,030422000048,HC..,30,036464650,039727614,HC..,001,031,251,00200,A,000000
13015,2017-05-22 22:37:42.161880,030422000048,HC..,30,036464650,039727614,HC..,001,031,251,00200,A,000000
13016,2017-05-22 22:37:44.371879,030422000048,HC..,30,036464651,039727614,HC..,001,031,251,00190,A,000000
13017,2017-05-22 22:37:46.581750,030422000048,HC..,30,036464651,039727614,HC..,001,031,251,00190,A,000000
13018,2017-05-22 22:37:48.792439,030422000048,HC..,30,036464651,039727614,HC..,001,031,251,00190,A,000000
13019,2017-05-22 22:37:51.002275,030422000048,HC..,30,036464651,039727614,HC..,001,031,251,00190,A,000000
13020,2017-05-22 22:37:53.212607,030422000048,HC..,30,036464651,039727614,HC..,001,031,251,00190,A,000000
13021,2017-05-22 22:37:55.422476,030422000048,HC..,30,036464651,039727614,HC..,001,031,252,00190,A,000000
13022,2017-05-22 22:37:57.632810,030422000048,HC..,30,036464651,039727614,HC..,001,031,252,00190,A,000000
13023,2017-05-22 22:37:59.842952,030422000048,HC..,30,036464651,039727614,HC..,001,031,252,00190,A,000000
13024,2017-05-22 22:38:02.052709,030422000048,HC..,30,036464651,039727614,HC..,001,031,252,00190,A,000000
13025,2017-05-22 22:38:04.262958,030422000048,HC..,30,036464651,039727614,HC..,001,031,252,00190,A,000000
13026,2017-05-22 22:38:06.472831,030422000048,HC..,30,036464651,039727614,HC..,001,031,252,00190,A,000000
